date,Action,symbol,Quantity,Price,close,adj,vol,pos,curval,curcost,curpl,trdnum
2018-03-19,NA,AMZN,0,0,1544.930054,1544.930054,6580800,0,0,0,0,NA
2018-03-20,NA,AMZN,0,0,1586.51001,1586.51001,4581600,0,0,0,0,NA
2018-03-21,buy,AMZN,0.06398196945438209,1581.859985,1581.859985,1581.859985,4750800,0.06398196945438209,101.2105172413793,-101.2105172413793,0,1
2018-03-22,NA,AMZN,0,0,1544.920044,1544.920044,6320600,0.06398196945438209,98.84702706467063,-101.2105172413793,-2.3634901767086802,NA
2018-03-23,NA,AMZN,0,0,1495.560059,1495.560059,8006000,0.06398196945438209,95.68887801213187,-101.2105172413793,-5.521639229247441,NA
2018-03-26,NA,AMZN,0,0,1555.859985,1555.859985,5624700,0.06398196945438209,99.54698603556538,-101.2105172413793,-1.6635312058139249,NA
2018-03-27,NA,AMZN,0,0,1497.050049,1497.050049,6999600,0.06398196945438209,95.7842105067992,-101.2105172413793,-5.426306734580109,NA
2018-03-28,buy,AMZN,0.07070637138666427,1431.420044,1431.420044,1431.420044,13705300,0.13468834084104636,192.79559077297756,-202.4210344827586,-9.625443709781052,2
2018-03-29,NA,AMZN,0,0,1447.339966,1447.339966,12581100,0.13468834084104636,194.93981865347646,-202.4210344827586,-7.481215829282149,NA
2018-04-02,NA,AMZN,0,0,1371.98999,1371.98999,10463600,0.13468834084104636,184.7910554036238,-202.4210344827586,-17.629979079134813,NA
2018-04-03,NA,AMZN,0,0,1392.050049,1392.050049,10231200,0.13468834084104636,187.49291146750727,-202.4210344827586,-14.928123015251344,NA
2018-04-04,buy,AMZN,0.07175150550200315,1410.569946,1410.569946,1410.569946,6982300,0.20643984634304952,291.19784290836367,-303.6315517241379,-12.433708815774253,3
2018-04-05,NA,AMZN,0,0,1451.75,1451.75,6413500,0.20643984634304952,299.69904692852214,-303.6315517241379,-3.9325047956157846,NA
2018-04-06,NA,AMZN,0,0,1405.22998,1405.22998,5882300,0.20643984634304952,290.09546114784655,-303.6315517241379,-13.536090576291372,NA
2018-04-09,NA,AMZN,0,0,1406.079956,1406.079956,4208200,0.20643984634304952,290.2709300626818,-303.6315517241379,-13.360621661456094,NA
2018-04-10,NA,AMZN,0,0,1436.219971,1436.219971,4254100,0.20643984634304952,296.49303012805905,-303.6315517241379,-7.138521596078874,NA
2018-04-11,buy,AMZN,0.07092289251684074,1427.050049,1427.050049,1427.050049,3582500,0.27736273885989027,395.8105100807806,-404.8420689655172,-9.031558884736626,4
2018-04-12,NA,AMZN,0,0,1448.5,1448.5,3135000,0.27736273885989027,401.75992723855103,-404.8420689655172,-3.0821417269661993,NA
2018-04-13,NA,AMZN,0,0,1430.790039,1430.790039,3685300,0.27736273885989027,396.8478439504892,-404.8420689655172,-7.994225015028007,NA
2018-04-16,NA,AMZN,0,0,1441.5,1441.5,2808600,0.27736273885989027,399.81838806653184,-404.8420689655172,-5.02368089898539,NA
2018-04-17,NA,AMZN,0,0,1503.829956,1503.829956,5114400,0.27736273885989027,417.1063953757083,-404.8420689655172,12.264326410191075,NA
2018-04-18,buy,AMZN,0.06624418754168086,1527.839966,1527.839966,1527.839966,5227500,0.3436069264015711,524.9763947507408,-506.05258620689654,18.923808543844302,5
2018-04-19,NA,AMZN,0,0,1556.910034,1556.910034,6523700,0.3436069264015711,534.9650714665055,-506.05258620689654,28.912485259608957,NA
2018-04-20,NA,AMZN,0,0,1527.48999,1527.48999,5541600,0.3436069264015711,524.8561405730666,-506.05258620689654,18.803554366170033,NA
2018-04-23,NA,AMZN,0,0,1517.859985,1517.859985,4465400,0.3436069264015711,521.5472041537848,-506.05258620689654,15.494617946888297,NA
2018-04-24,NA,AMZN,0,0,1460.089966,1460.089966,7494700,0.3436069264015711,501.6970254870344,-506.05258620689654,-4.355560719862126,NA
